 \.\.\. and ([,0-9]+) more.	 ... その他$1件
Save SSL negotiation options	SSLネゴシエーションオプションを保存する
Save SSL negotiation workarounds options	SSL ネゴシエーション回避策オプションを保存する
Save SSL passthrough options	SSLパススルーオプションを保存する
Save state wizard	ステート保存ウィザード
Save state	ステート保存
Save static code analysis options	静的コード解析オプションを保存する
Save status 100 responses options	ステータス100レスポンスオプションを保存する
Save streaming responses options	ストリーミングレスポンスオプションを保存する
Save successful: (.*)	正常に保存しました: $1
Save target analysis report	対象解析レポートを保存
Save target scope options	ターゲットスコープオプションを保存する
Save temporary files location options	一時ファイル場所オプションを保存する
Save the display filter options	ディスプレイフィルタオプションを保存
Save timeouts options	タイムアウトオプションを保存する
Save to file(:?)	ファイルに保存する$1
Save token analysis options	トークン解析オプションを保存する
Save token handling options	トークンハンドリングオプションを保存する
Save tokens	トークンを保存
Save upstream proxy servers options	上位プロキシサーバオプションを保存する
Save user interface options	ユーザインタフェースオプションを保存する
Save user options	ユーザオプション保存
Save	保存
Saved preferences	保存した設定
Saving: ([0-9]+)% complete	保存中: $1%完了
Scan accuracy:	スキャン精度:
Scan again	再スキャン
Scan everything	すべてスキャンする
Scan from a URL	URLからスキャン
Scan next	次をスキャン
Scan queue help	スキャンキューヘルプ
Scan queue	スキャンキュー
Scan speed:	スキャン速度:
Schedule task	タスクをスケジュール
Scheduled Tasks	スケジュールタスク
Scope	スコープ
Search cancelled	検索がキャンセルされました
Search completed \\[dynamic search active\\]	検索完了 [ダイナミックサーチ有効]
Search completed	検索終了
Search options	検索オプション
Search responses for payload strings	ペイロード文字列のレスポンスを探す
Search	検索
Searching( \.+)?	検索中$1
Searching:(.*)	検索中:$1
seconds	秒
See the documentation for more details on using Burp Clickbandit.	Burp Clickbanditの使用方法に関する詳細はドキュメントを参照してください。
Select a directory containing custom payload lists	カスタムペイロードリストのあるディレクトリを選択してください
Select a directory	ディレクトリ選択
Select a file	ファイルを選択
Select all	すべて選択
Select BApp File	BAppファイルを選択してください
Select bits to flip:	反転するビットを選択:
Select directory ...	ディレクトリ選択 ...
Select file ...	ファイル選択 ...
Select folder ...	フォルダ選択 ...
Select folder	フォルダを選択してください
Select folder...	フォルダを選択...
Select font	フォントを選択してください
Select generator ...	ジェネレータ選択 ...
Select how HTTP request messages should appear in the report.	HTTPリクエストメッセージのレポートへの載せ方を選択してください。
Select how HTTP response messages should appear in the report.	HTTPレスポンスメッセージのレポートへの載せ方を選択してください。
Select item ([0-9]+):	選択アイテム$1:
Select license file	ライセンスファイルを選択してください
Select license key file ...	ライセンスキーファイルを選択 ...
Select Live Capture Request	ライブキャプチャリクエスト選択
Select macro:	マクロを選択:
Select none	選択を解除
Select payload generator	ペイロードジェネレータを選択
Select processor:	拡張選択:
Select rule type	ルールタイプを選択してください
Select the "extract grep" item from which to derive payloads:	ペイロードを取得する"抽出grep"アイテムをを選択してください:
