    Send    	    送信    
Show only parameterized requests	パラメータ付きリクエストのみ表示
Show only requested items	リクエストされたアイテムのみ表示
Show only:	表示:
Show or hide the Learn tab	学習タブを表示または非表示にします。
Show progress dialog during backups	バックアップ中に進捗ダイアログを表示
Show response in browser	レスポンスをブラウザで表示
Show the Learn tab	学習タブを表示する
Show the crawl in a headed browser	ブラウザ画面を表示してクロールする
Show this dialog during backups	バックアップ中にこのダイアログを表示する
Showing all items	すべてのアイテムを表示
Showing selected items	選択したアイテムを表示中
Showing selected items 	選択したアイテムを表示中 
Shut down Burp and launch downloaded file	Burpをシャットダウンし、ダウンロードしたファイルを起動する
Shut down Burp and run new version	Burpをシャットダウンし、新しいバージョンを起動する
Significance Levels	有意水準
Silverlight cross-domain policy(\s+\[[0-9]+\])?	Silverlightクロスドメインポリシー$1
Simple list	単純リスト
Simple string	単純な文字列
Simulate manual testing	手動テストをシミュレート
Simulation running	シミュレーション実行
Site Map ([0-9]+)	サイトマップ$1
Site map	サイトマップ
Site map documentation	サイトマップのドキュメント
Site map help	サイトマップヘルプ
Site map is empty	サイトマップは空です
Size	サイズ
Skip all tests for these parameters:	これらのパラメータのテストをすべてスキップする:
Skip checks unlikely to be effective due to insertion point's base value	影響がなさそうな挿入ポイントの元値のチェックをスキップする
Skip if matches regex	正規表現に一致した場合にスキップ
Skip server-side injection tests for these parameters:	これらのパラメータに対するサーバ側インジェクションテストをスキップする:
Slot	スロット
Smart decode	スマートデコード
Sniper	スナイパー(Sniper)
Sniper attack, (.*)	スナイパー, $1
Social security numbers disclosed(\s+\[[0-9]+\])?	社会保障番号漏洩$1
Some items could not be cleaned up.	一部のアイテムを削除できませんでした。
Some macros are being used by session handling rules and cannot be deleted.	一部のマクロはセッションハンドリングルールで使用されているため削除できません。
Some of the specified URLs to scan are out of scope.	スキャンに指定したURLの一部がスコープ外です。
Some of these items are outside the current spidering scope. Would you like to modify the scope to include the items?	これらのアイテムの一部は、現在の巡回スコープ外です。このアイテムを含むようスコープを変更しますか？
Some of these items are outside the current target scope. Are you sure you want to perform an active scan?	これらのアイテムの一部は現在のターゲットスコープ外です。アクティブスキャンを実行してよろしいですか？
Some passwords were encrypted using a different master password. Please enter the master password for the following configuration.	一部のパスワードは別のマスターパスワードで暗号化されています。以下の設定のマスターパスワードを入力してください。
Source	ソース
Source code disclosure(\s+\[[0-9]+\])?	ソースコード漏洩$1
Source:	ソースコード:
Specific address:	指定したアドレス:
Specific string:	指定文字列:
Specify a prefix for URLs you want to match.	一致させたいURLのプレフィックスを指定してください。
